id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation
demo-3,story,594,,Demography,"<p><strong>The Tibetan Diaspora into India</strong></p> <p>After a failed uprising against China in 1959, many Tibetans (including the 14th Dalai Lama) fled Tibet. Groups of people from all three regions of Tibet (Kham, Utsang, and Amdo) fled to various parts of the world, but the vast majority settled in India. After decades of fluctuating population movements, there are different estimates of how many Tibetan refugees reside in India that range from 90,000 to 150,000. Our statistics rely on the higher estimates based off a 2012 article by Ahmad Javeed.</p> <p>Click through the visualization to explore the Tibetan population within each refugee camp throughout India. Scroll below to see a firsthand look various Tibet refugee camps in India.</p> <h4>India, Nepal, &amp; Bhutan</h4> <p>After the Exodus in 1959, Tibetans found their way into three neighboring countries: India, Nepal, &amp; Butan.&nbsp; Refugees stayed in each country for multiple decades, but in the 1980s, all three reassessed their acceptance of Tibetan refugees.&nbsp; Nepal began to refuse to process immigration paperwork and also deported many refugees back to Tibet.&nbsp; Bhutan demanded that Tibetan and Nepalese immigrants assimilate, so those who refused were forced to leave and generally went to India.&nbsp;</p> <p>In general, India has continued to be welcoming and accommodating, but in the 1980s, the immigration processing became much more complicated.&nbsp; Refugees who were in India before 1987 maintained their immigrant status, but those who have come after 1987 have had to endure a lot more processing time and effort to receive ""Registration Certificates.""&nbsp; In 2003, India also began denying sanctuary to ""political prisoners,"" so the CTA has had to intervene and relocate Tibetans of this status, most often to Australia.</p> <p>Though India has been a relatively welcoming government and society given the situation, Tibetan refugees cannot get work permits, rent apartments, or open a bank account.&nbsp; They also have no right to protest or assembly, which became problematic during a Tibetan protest in New Delhi that resulted in self-immolation and mass arrests.&nbsp; Besides protesting, many Tibetans in India fear arrest and deportation because of the more complicated nature of the immigrant processing as well as stigma from Indian citizens because of increased job competition and resource scarcity.</p><p><strong>Arunachal Pradesh </strong></p><p><iframe src=""//www.youtube.com/embed/riAfGe018zc"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p><p><strong>Delhi</strong></p><p><iframe src=""//www.youtube.com/embed/vhnjCSsg6qE"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p><p><strong>West Bengal</strong> </p><p><iframe src=""//www.youtube.com/embed/EO50Un9KKqI"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen</iframe></p><p><strong>Karnataka</strong></p><p><iframe src=""//www.youtube.com/embed/UyPGR-pFVg4"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>",,2,,,,,,,,"81.0327,24.5905,5000",,,
exile-3,story,638,,Government in Exile,"<p><strong>Dharamsala as ""Little Lhasa""&nbsp;</strong></p> <p>Dharamsala became home to many Tibetans, but it also became the seat of the Tibetan Government in exile created by the 14th Dalai Lama, also known as the Central Tibetan Administration (CTA). While Dharamsala is not home to the most Tibetan refugees in India, it has garnered the title, """"Little Lhasa"""" due to the CTA's presence, as well as its major cultural, educational and religious features.</p> <p>Click below to watch interview with CTA president, Lobsang Sangay, describing the current state of the CTA and the role played by the Dalai Lama in international relations. <br /><br /></p> <p><iframe src=""//www.youtube.com/embed/9tiyx4Rl8x0"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>",,2,,,,,,,,"76.3229,32.2145,2",,,
dl-3,story,682,,The Dalai Lama,"The Dalai Lama	Click play(here,665,682,,5) to show his journey on the map.<p><span style=""font-size: 12pt;""><strong>The 14th Dalai Lama's Flight From Lhasa</strong></span></p> <p><img src=""https://farm5.staticflickr.com/4554/23903380327_2fb8ba58c3_b_d.jpg"" width=""75%"" /></p> <p>During the Chinese invasion in 1950, the 14th Dalai Lama's advisors recalled an ancient prophecy that foretold the line of the Dalai Lamas ending with the 13th. The 14th Dalai Lama was only 15 at the time. Fearing this prophecy to be true, the oracles advised that he be instated at once, as opposed to waiting until the age of 18 as most Dalai Lamas do.&nbsp;</p> <p>The following year, Tibetan streets were filled with armed rebels opposing the Chinese occupation. Chinese forces and Tibetan supporters of the Dalai Lama found themselves in constant conflict.&nbsp;</p><p>In March of 1959, the Dalai Lama was invited by Chinese officials to a theatrical performance in lieu of a religious celebration in Lhasa. Asked to come alone, the Dalai Lama's advisors suspected danger, and crowds of Tibetans surrounded the Norbulingka Palace to protect him.&nbsp;</p> <p>On the 17th of that month, the Dalai Lama fled Lhasa dressed as a Tibetan soldier, armed with a rifle. His officials and family also fled Lhasa and began the trek to India.&nbsp;</p> <p><img src=""http://unpo.org/images/stories/tibet%20exile.jpg"" width=""75% /></p> <p>Two days later, the Chinese government discovered he had escaped, and closed the borders to India and Bhutan in the attempt to catch him. After nearly two weeks, the Dalai Lama had reached India and received political asylum.&nbsp;</p> <p><strong>The Dalai Lama's Trek</strong></p> <p>Carried only by horses and on foot, the Dalai Lama's journey into India was a long and arduous one that covered 284 miles. He stayed overnight in each of the following locations, and was a generous guest, compensating each host with 20 dotse, the equivalent of $60 for the stay. The rooms he stayed in could never be used again, and were often converted into shrines for the villages.</p><p><img src=""https://farm5.staticflickr.com/4579/26992494849_92b0d75a75_o_d.jpg"" width=""75%"" /></p> <p><img class=""albumimage"" src=""https://farm2.staticflickr.com/1518/26106862693_8fb697512c_b.jpg"" width=""75%"" /></p> (Above: Kamba La)</em><ul><li><strong>Lhasa</strong></li><li><strong>Nethang Dolma Lakhang</strong></li><li><strong>Chushul</strong></li><li><strong>Kamba La</strong></li><li><strong>Baidi</strong></li><li><strong>Nagartze</strong></li> <li><strong>Ralung</strong><strong>:</strong> named because its surrounding mountains resemble the petals of a lotus, Ralung is one of the most sacred places in Tibet and is the origin place of the great Dugpa school of the red-hat monks.</li> </ul><p><img src=""https://farm5.staticflickr.com/4526/38051573204_8e3ff61bfa_z_d.jpg"" width=""75%"" /></p> <em>(Above: Gyantze)</em><ul> <li style=""text-align: left;""><strong>Gyantze:&nbsp;</strong>known historically as the third largest city in Tibet, Gyantze is most notably known for its fort and is strategically located on ancient trade routes in the Nyang Chu valley.</li><li style=""text-align: left;""><strong>Kangmar</strong></li><li style=""text-align: left;""><strong>Samada</strong></li><li style=""text-align: left;""><strong>Kalashar</strong></li><li style=""text-align: left;""><strong>Tuna</strong></li><li style=""text-align: left;""><strong>Phari</strong></li><li style=""text-align: left;""><strong>Yatung:&nbsp;</strong>two weeks later, the Dalai Lama finally reunited with his mother and siblings in Yatung,&nbsp; a Tibetan village six miles from the Indian border. There, they took up a normal life.&nbsp</li></ul><p>It was only after this journey that the Dalai Lama set up the Government of Tibet in Exile in Dharamsala, and settled around 80,000 Tibetan exiles in agricultural occupations. Dharamsala quickly became known as ""Little Lhasa"", and a safe haven for Tibetan refugees.</p> <p><img src=""https://farm5.staticflickr.com/4536/24895011288_7b0baeafd0_z_d.jpg"" width=""75%"" /></p> <em>(Above: Yatung)</em>",,2,,,,,,,,"90.0425,28.6313,750",,,
culture-3,story,726,,Education and Culture,"<p><strong>Tibetan Temples and Monasteries in India</strong></p>  <p><img src=""https://farm5.staticflickr.com/4574/24890810348_11a443587b_o_d.png"" width=""32"">&nbsp;Buddhist monasteries are considered to be some of the most holy and sacred places in India. While more than 80% of the Indian population identifies with the Hindu Faith, Tibetan refugees have managed to maintain their spiritual identities through the construction of traditional Tibetan Buddhist monasteries in their relocated communities. One of the most famous of these monasteries is the Namgyal Monastery (identified in white) which is associated with the Dalai Lamas and located prominently in Dharamsala. It has since become a major tourist attraction and hosts frequent teachings when the 14th Dalai Lama is in Dharamsala.</p>  <p><img src=""https://farm5.staticflickr.com/4521/24890810398_2272b753d0_o_d.png"" width=""32"">&nbsp;Buddhist temples are also fundamental in Tibetan societies, and are distinct from monasteries as places of worship as opposed to religious residential and educational spaces. These temples have allowed Tibetan communities to practice their faith freely and celebrate their Buddhist values.</p>  <p><strong>Tibetan Schools in India</strong></p>  <p><img src=""https://farm5.staticflickr.com/4519/24890810478_439a169b78_o_d.png"" width=""32"">&nbsp;Before the exile from Tibet, the literacy rate among Tibetans was incredibly low. However, thanks to the Dalai Lama's foresight and the collaboration with the then-Indian prime minister, separate Tibetan schools were established within the Indian education system.</p>  <p><h3>Maintaining Culture through Education</h3>  <p>Today, Tibetan literacy in India is as high as 82.4% and the Central Tibetan Schools Administration has facilitated in the creation of 71 schools which educate more than 10,000 Tibetan students. One of the most well-known of these schools is the Tibetan Children's Village, located in Dharamsala in the northeast of India.</p>  <p>Additionally, exile has forced Tibetans to constantly evaluate their personal identities away from their homeland, juggle the pressures of modern life, and decide as a culture what it means to be Tibetan.&nbsp; One way of doing this has been by means of the school curriculum in which Tibetan children learn about Tibetan history, their homeland (through modern mapping techniques), the Dalai Lama, as well as things like traditional clothing and rituals. Because it is from a Tibetan perspective, this is one vital way the Tibetan Government in exile has been able to subvert the Chinese attempts to assimilate Tibet.&nbsp;</p>  <p>Besides formal K-12 schooling, the CTA also founded and manages the link(Tibetan Institute for Performing Arts,http://tipa.asia/about/mission-statement). Music and dance is another arena in which modernity and cultural transmission can dilute certain styles and traditions.&nbsp; TIPA also features productions that pay homage to Indian cultures, but TIPA is one of the primary institutions designed to preserve and continue the musical features of Tibetan heritage, including:</p>  <p>Ache Lhamo (Tibetan opera)</p>  <p><iframe src=""//www.youtube.com/embed/FRGzBcf7X-k"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>  <p>Dances from various regions of Tibet (the video features a dance from Central Tibet)</p>  <p><iframe src=""//www.youtube.com/embed/xov6T9PaIgA"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>  <p>A Ka Ma Band (a fusion of contemporary and traditional folk styles from Tibet and the Diaspora that originated in the 1980s)</p>  <p><iframe src=""//www.youtube.com/embed/NP7-hRCI_7k"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>  <h3>Tibetan Children's Village</h3>  <p>Another way the Dalai Lama and the Government in exile have attempted to preserve culture and the safety of Tibetan people has been by offering childcare and education through the link(Tibetan Children's Village,http://tcv.org.in/content/tcvs-mission). The first was founded in 1960 by the Dalai Lama as a response to more and more refugee children arriving in India ill and malnourished.&nbsp; The network has expanded over decades to encompass various residential schools, day schools, and vocational training across India.&nbsp; Not only does this institution help maintain cultural heritage, but it also offers relief for refugee parents.</p>  <h3>Higher Education</h3>  <p>The link(The Dalai Lama Institute for Higher Education,https://www.dalailamainstitute.edu.in) is the latest innovation of the Tibetan Children's Village in an effort to provide higher education.&nbsp; They offer Bachelor's degrees in Tibetan &amp; Chinese Languages, Commerce, Computer Applications, Economics, History, Politics, English, Journalism, and Psychology.&nbsp; They also have a Ph.D program in Tibetan Studies.&nbsp; It also appears to be relatively accessible, as all TCV students are eligible for full scholarships. This effort can be seen as a response of the Dalai Lama and other Tibetan leaders to the rapidly modernizing and globalizing society they have found themselves in.&nbsp;&nbsp;</p>  <p>Another major source of higher education for Tibetan refugees is the link(Central University of Tibetan Studies,http://www.cuts.ac.in/). This University offers studies in Buddhist philosophies including the Sakya School, the Nyingma School, the Gelug School, and the Kargyud School.&nbsp; It also offers studies in the pre-Buddhist religion of Tibet, commonly referred to as Bon.&nbsp; Additionally, there are studies offered for various social sciences, languages, education, traditional Tibetan art, Tibetan medicine (with its foundation in Bon), and Astrological sciences called Bhot Jyotish Vidya.&nbsp; Once again, the educational structure for Tibetans in exile features traditional and modern topics to renegotiate Tibetan identity away from home.</p>  <h3>Literary Preservation</h3>  <p>The Tibetan literary canon was once one of the most expansive in the world.&nbsp; Once the Tibetan writing system was created, the many monks/nuns and monasteries in Tibet dedicated themselves to recording historical and religious teachings.&nbsp; However, when China came and destroyed monasteries across Tibet, many literary works were lost.</p>  <p>When fleeing, Tibetans clamored to keep some of their cultural literature and brought a hefty amount to India.&nbsp; This is where, in 1965, an American scholar named E. Gene Smith encountered Tibetan refugees and learned under various lamas.&nbsp; Through this effort, he was able to maintain original pieces of Tibetan literature with the Library of Congress in the U.S.&nbsp; He also spent over two decades making copies of Tibetan works for further dissemination.&nbsp;</p>  <p>During this time, he was able to take advantage of U.S. link(Public Law 480,http://www.merip.org/mer/mer145/public-law-480-better-bomber), which ""enables food-deficit 'friendly countries' to purchase US agricultural commodities with local currency, thus saving foreign exchange reserves and relieving US grain surpluses.""&nbsp; This money was then invested in the preservation of Tibetan works.&nbsp; In 1999, Smith founded the Tibetan Buddhist Resource Center, which was expanded and renamed the link(Buddhist Digital Resource Center,https://www.tbrc.org/#!footer/about/missionhistory). This organization has ""located, digitized, cataloged, and archived over 13.5 million pages of culturally significant Buddhist works"" in order to ensure they remain open to the public.</p>  <p>Alongside these efforts, the 14th Dalai Lama founded the link(Library of Tibetan Works and Archives,http://tibetanlibrary.org/history-of-ltwa) in 1970. Not only is this institution dedicated to preserving and disseminating Tibetan and Buddhist texts across the world, but it also offers classes in Tibetan language and religious practices in India.&nbsp;</p>  <p><span style=""color: #000000;""><img src=""http://media-cdn.tripadvisor.com/media/photo-s/04/50/2c/7e/library-of-tibetan-works.jpg"" alt="""" width=""309"" height=""412"" />&nbsp; &nbsp;&nbsp;<img src=""http://images.tripsbank.com/public/upload/destinations/1271/thumb/The%20Library%20Of%20Tibetan_901.jpg"" alt="""" width=""311"" height=""416"" /></span></p>",,2,,,,,,,,"77.8367,21.6755,6000",,,
exilebook,booklet,,,Tibetan Government in Exile,"pic(https://farm5.staticflickr.com/4552/38722167371_1e7581b15c_o_d.jpg)On March 17, 1959 the 14th Dalai Lama fled his residence in Lhasa, Tibet. The escape of the Dalai Lama stemmed from age long conflict with the Chinese government regarding their claim to the Tibetan territories. The controversy came to the point where the Dalai Lama’ safety was in direct harm leading him to flee his homeland and thus change the landscape of the Tibetan government.  page() pic(https://farm5.staticflickr.com/4520/38722161311_a6343b7a27_o_d.png)Up until the Dalai Lama’s exile in 1959, Tibet recognized itself as an independent sovereignty. Before the exile, The Ganden Phodrang was the Tibetan government originally set up by the 5th Dalai in 1642. The government towards the 1940’s was organized in which the Dalai Lama was the lead executive power within the government and then under him was the Kashag governing council. The Kashag was comprised to be the Dalai Lama’s most trusted advisors as the council was divided into “representatives” from seven different divisions: political, military, economic, judicial, foreign, financial, and educational departments. Click zoomer(here ,https://farm5.staticflickr.com/4520/38722161311_a6343b7a27_o_d.png) for a zoomable image. page() pic(https://farm5.staticflickr.com/4546/38722163211_97df79da33_z_d.jpg)Upon fleeing from Lhasa, the Dalai Lama eventually settled in Dharamsala, India where he established a government originally called the Tibetan Kashag government in 1960, and then eventually taking form into the present day Central Tibetan Administration (CTA). The new government was intended to be the governing body of all exiled Tibetans throughout India and the entire world, its purpose was stated as it was “not designed to take power in Tibet” and would be dissolved “as soon as freedom is restored in Tibet.” This new government started from humble beginnings of an initial capital of what equates to $1,120 USD. Recognizing that the Tibetan exile would take place over a long duration, the Dalai Lama began to take a more western, democratic approach towards his governmental approach. On Sept. 2 1960, democratic steps were taken when the Tibetan Parliament in Exile came into existence. In this Tibetan Parliament, candidates were nominated by the exiled citizens and then later voted on. In 1990, the Dalai Lama increased the number of Parliament members to its present day amount of 46.  page()pic(https://farm5.staticflickr.com/4519/24849412788_e36937e055_o_d.jpg)While in Dharamsala the CTA began to continually progress. In June 1991, a constitution was drafted called “The Charter of Tibetans in Exile”. This 26-page document laid out the policies and structures the CTA was to follow moving forward. The charter encompasses the universal Declaration of Human Rights specified by the UN, while also ensuring that all Tibetans have equal treatment and freedoms under law regardless of gender, age, religion, or origin. Another key distinction within the created within the charter was the separation of power within the government into three branches: executive, legislative, and judicial. As within the government before the exile, the Dalai Lama was designated with the executive power, the highest authority within the government. The legislative authority was then vested in the newly created Tibetan Parliament. The CTA effectively was divided into seven departments, similar to the format of the government during the later Ganden Phodrang time period back in Lhasa. The divisions were Religion & Culture, Home, Finance, Education, Security, International Relations, and Health; each performing separate tasks and functions to ensure the longevity of this community in exile. “The Charter of Tibetans in Exile” is what the CTA operates under even till today. There were still changes made throughout time as we see the Tibetan government morph towards implementing Western ideals into their governing structure. page() pic(https://farm5.staticflickr.com/4581/38722162141_92732e3045_z_d.jpg)In 2001, we saw an unprecedented move as the Dalai Lama proposed that the executive authority within the government be split between himself and another individual, for the first time in history. Soon after this proposal was accepted, we saw the first democratic election take place amongst Tibetan exile voters to nominate who would share the executive power with the Dalai Lama. The sharing of power continued for another ten years before eventually evolving into its present day democratic power structure. In 2011, the Dalai Lama himself petitioned a proposal where he would be relinquished of his formal authority within the government and a newly elected official would hold the executive office. The petition was eventually voted on and approved, and in May 2011 the Tibetan exile voters elected their new Sikyong (president), Lobsang Sangay. Many viewed the relinquishing of power from the Dalai Lama concerning but he states, “My desire to devolve authority has nothing to do with a wish to shirk responsibility,” he said, according to a prepared text of his speech. “It is to benefit Tibetans in the long run.” The shift in government authority from the Dalai Lama to an elected official can be seen as an attempt to align the Tibetan government with Western ideologies and influence.",,,,40,,,,,,,,,
Lhas,,594,630,Tibet,,,,,24,,,dot,red,,"91.140552, 29.654838",se,,
Dharamshala,,594,630,Dharamshala,"Tibetan Refugee Population: 9,600",http://www.newspatrolling.com/wp-content/uploads/72395_8166.jpg,,,32,50,,dot,yellow,,"76.323404, 32.219042",se,,
Karnataka,,594,630,Karnataka,"Tibetan Refugee Population: 75,000",https://smartcitiescouncil.com/sites/default/files/india/images/Mengaluru.jpg,,,50,50,,dot,yellow,,"75.713888, 15.317277",se,,
West Bengal,,594,630,West Bengal,"Tibetan Refugee Population: 24,000",http://c8.alamy.com/comp/DYFBNM/india-west-bengal-kolkata-calcutta-howrah-bridge-and-the-city-DYFBNM.jpg,,,40,50,,dot,yellow,,"87.854976, 22.986757",se,,
Delhi,,594,630,Delhi,"Tibetan Refugee Population: 14,000",https://4.bp.blogspot.com/-hzhqVlAWOyU/WY_0UAC2SJI/AAAAAAAACts/OEDtLdJBbRssOaQMIo3e96L73Hk000CuACLcBGAs/s1600/Dwarka-city-sathya-sai-baba-darshan-venu.jpg,,,32,50,,dot,yellow,,"77.10249, 28.704059",se,,
Uttaranchal,,594,630,Uttaranchal,"Tibetan Refugee Population: 9,800",http://media2.intoday.in/indiatoday/images/stories/uttarakhand---647_121915052004.jpg,,,24,50,,dot,yellow,,"79.0193, 30.066753",se,,
ap,,594,630,Arunachal Pradesh,"Tibetan Refugee Population: 5,700",https://www.aeronetholidays.com/admin/package/18877Arunachal-Pradesh-Classic-Tour1.jpg,,,22,50,,dot,yellow,,"94.727753, 28.217999",se,,
jk,,594,630,Jammu & Kashmir,"Tibetan Refugee Population: 2,300",http://www.greaterkashmir.com/cms/gall_content/2017/6/2017_6$largeimg224_Jun_2017_005224083.jpg,,,17,50,,dot,yellow,,"76.576171, 33.778175",se,,
Maharashtra,,594,630,Maharashtra,"Tibetan Refugee Population: 2,200",http://www.visitingindia.in/images/mumbai.jpg,,,16,50,,dot,yellow,,"75.713888, 19.751480",se,,
up,,594,630,Uttar Pradesh,"Tibetan Refugee Population: 1,800",http://www.jagranjosh.com/imported/images/E/Articles/uttar-pradesh-tour-package.jpg,,,15,50,,dot,yellow,,"80.946159, 26.846709",se,,
Assam,,594,630,Assam,Tibetan Refugee Population: 800,https://smartcitiescouncil.com/sites/default/files/india/images/Guwahati.jpg,,,11,50,,dot,yellow,,"92.937574, 26.200604",se,,
,path,594,630,,"Lhas,Dharamshala",,,yellow,4,50,,,,24,,,,
,path,594,630,,"Lhas,Karnataka",,,yellow,8,50,,,,38,,,,
,path,594,630,,"Lhas,West Bengal",,,yellow,5,50,,,,30,,,,
,path,594,630,,"Lhas,Delhi",,,yellow,4,50,,,,24,,,,
,path,594,630,,"Lhas,Uttaranchal",,,yellow,3,50,,,,18,,,,
,path,594,630,,"Lhas,ap",,,yellow,3,50,,,,17,,,,
,path,594,630,,"Lhas,jk",,,yellow,2,50,,,,13,,,,
,path,594,630,,"Lhas,Maharashtra",,,yellow,2,50,,,,12,,,,
,path,594,630,,"Lhas,up",,,yellow,2,50,,,,11,,,,
,path,594,630,,"Lhas,Assam",,,yellow,1,50,,,,8,,,,
dl1,,667,710,Lhasa,,,,,10,,,dot,green,,"91.2531,29.8222",se,,
dl2,,668,710,Nethang Dolma Lakhang,,,,,10,,,dot,green,,"90.7347,29.7112",se,,
dl3,,669,710,Chushul,,,,,10,,,dot,green,,"90.5649,29.4554",se,,
dl4,,670,710,Kamba La,,,,,10,,,dot,green,,"90.6035,29.196",se,,
dl5,,671,710,Baidi,,,,,10,,,dot,green,,"90.4181,29.076",se,,
dl6,,672,710,Nagartze,,,,,10,,,dot,green,,"90.4042,28.9796",se,,
dl7,,673,710,Ralung,,,,,10,,,dot,green,,"90.1458,28.6576",se,,
dl8,,674,710,Gyangze,,,,,10,,,dot,green,,"89.8887,28.8006",se,,
dl9,,675,710,Kangmar,,,,,10,,,dot,green,,"89.8585,28.5707",se,,
dl10,,676,710,Samada,,,,,10,,,dot,green,,"89.5384,28.4749",se,,
dl11,,677,710,Kalashar,,,,,10,,,dot,green,,"89.1704,28.3155",se,,
dl12,,678,710,Tuna,,,,,10,,,dot,green,,"88.9439,27.8821",se,,
dl13,,679,710,Phari,,,,,10,,,dot,green,,"89.2845,27.7266",se,,
dl14,,680,710,Yatung,,,,,10,,,dot,green,,"89.1013,27.5126",se,,
dl15,,685,710,,,,,,,,,,,,"89.1013,27.5126",se,,
,path,,,,"dl1,dl2,dl3,dl4,dl5,dl6,dl7,dl8,dl9,dl10,dl11,dl12,dl13,dl14,dl15",,,white,3,50,,,,,,a,,
,over,720,740,Temple Map,,,,,,,,https://farm5.staticflickr.com/4520/38709252162_008e2d4bd5_o_d.png,,,"40.87560029463704,4.5197568362618625,95.54185754196082,67.24107629196085,0",se,,
tipa,,720,740,,"<p><strong>TIPA (Tibetan Institute of Performing Arts)</strong></p>
<p>Founded by the 14th Dalai Lama in 1959, TIPA aims to preserve Tibetan heritage, especially in opera, dance and music.&nbsp;</p>",http://www.tibetanreview.net/wp-content/uploads/2015/03/2015-03-27-Tipa-G05.jpg,,,,,,dot,,,"77.6449,30.4945",se,,
namgyal,,720,740,,"<p><strong>Namgyal Monastery, Mcleodganj</strong></p>
<p>The personal monastery of the 14th Dalai Lama, this monastery's key role is to assist in the Dalai Lama's rituals.&nbsp;</p>",https://www.wandertrails.com/blog/wp-content/uploads/2016/11/namgyal.jpeg,,,,,,dot,,,"76.2519,31.605",se,,
village,,720,740,,"<p><strong>Tibetan Children's Village</strong></p>
<p>Founded 54 years ago, the Tibetan Children's Village has established branches throughout India, and over 16,726 children under its care.&nbsp;</p>",http://www.thetibetpost.com/images/stories/October-2012/24%20october%202012-002.jpg,,,,,,dot,,,"75.9223,32.4062",se,,
,,,,,WORLD DIASPORA,,,,,,,,,,,,,
wd-1,story,814,,The World Diaspora,"At the close of the 1980s and the First Wave of the Tibetan diaspora, a new generation of transplants began to disperse further outward from India. Due in part to a newly developed public interest in Tibet and the human rights issues surrounding the Chinese occupation, as well as a growing number of foreign government assistance and various charities, assistance programs, and humanitarian aid, there was now not only incentive for Tibetans to move outside of Asia, but also the means to do so. <br><br> This Second Wave of the diaspora brought Tibetans in direct contact with the Western world and its culture on a large scale for the first time. With refugees beginning to settle not only in Western Asia and Europe, but North America as well, these previously traditionally-minded Tibetans began to develop lives of their own in their new host nations. <br><br>Some resisted the culture of their new homes, choosing to forge small, tight-knit communities in order to insulate themselves from the creeping influence of Western society. Others chose to fully assimilate, integrating themselves completely into whatever nation chose to adopt and shelter them. And others still chose to adopt a more cooperative perspective on their situation, creating unique, hybrid societies which combined their cultures with that of their new environments. <br><br> Through this period, an entirely new subset of Tibetan identity began to emerge, one that reflected not only the traditions and customs of old Tibet, but also the influences that the Western world began to have on these newly-displaced peoples. This new wave of Tibetan immigrants and refugees struggled to continue the ways of their homeland, while still adapting and surviving in their new homes.<p><b>About Identity 4</b></p>This conflict of identity is represented in full by the 4th photo in Gonkar Gyatso’s “My Identity” series, which depicts a modern-day Tibetan citizen of the Global Diaspora, attempting to reconcile his Tibetan heritage with a contemporary and Western setting. The figure sits in a very modern, Western-looking room, with nearly no sign of the Tibetan accents that adorned the previous photos. However, despite this non-traditional, non-Tibetan environment, the figure, Gonkar himself, still shows signs of his heritage. His tattoo is in traditional Tibetan script, and his painting is a highly stylized version of a Tibetan mandala, used in religious rituals. Although the figure is clearly no longer in Tibet, he still seeks to represent and practice his cultural traditions, which is why the painting is the perfect representation for those who relocated during the World Diaspora.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
wd-2,story,858,,Demography,"The Global wave of the Tibetan Diaspora saw Tibetans leaving their homes in not only Tibet, but India and Nepal as well, in order to seek new homes all over the world. According to a census in 1998, by the Central Tibetan Administration (CTA) in Dharamsala, the number of Tibetans (both in nationality and ancestry) living throughout the world is around 120,000. <br><br><i>Click a country on the map to learn some specific historical and demographic information for each, or read below for a general overview of each continental region.<br><br> Note that population data is often conflicting, and the numbers presented may not represent current population estimates. </i> <br><br> <b>South Asia</b> <br><br> The first area settled by those in this Global wave of the Tibetan Diaspora was South Asia, simply due to proximity and ease of access for those initially leaving Tibet. The CTA lists 52 different Tibetan refugee settlements in the region, with most located in India, Nepal, and Bhutan. Many others also live in other large cities which host others of differing nationalities (the CTA only tracks settlements of predominantly Tibetan peoples). These 52 settlements tend to adhere closely to Tibetan customs and traditions, often with a monastery or some other religious body as the center of the community, both geographically and culturally. The South Asia region is also the most actively changing in terms of the motion of Tibetans peoples in and out when compared to other regions, with many young students moving for education, and older demographics moving for religious purposes. <br><br> <b>Europe</b> <br><br> Many of those who did not settle permanently in South Asia instead moved outward, into the Western Hemisphere, a process which started in the 1960s. Switzerland was one of the first nations to allow Tibetan refugees to settle within its borders (with an initial wave of around 1500), with other Scandinavian nations quickly following suit, albeit in much smaller numbers (with a little over 100 living there now). The rest of Europe allowed for the immigration of Tibetan refugees soon after, with around 640 Tibetans living throughout Europe today. <br><br><i>Click the ""Interactions with the Western World"" section for more specific information on Tibetans in Switzerland.</i> <br><br> <b>North America</b> <br><br> After the relative success of the Swiss relocation of Tibetan refugees in the 1960s, the Dalai Lama began negotiations with the Canadian and American governments in the 70s for similar arrangements. While the United States remained initially uncooperative, the Canadian government allowed for around 200 Tibetans, mostly from India and Nepal, to enter the country early in the 1970s. The first official wave of immigrants to the United States would not occur until the 1990s, although scattered groups arrived in small numbers before then. Canada now hosts a Tibetan population of around 5,000, with the United States hosting just above 11,000. <br><br><i>For more information on Tibetans in Canada and the United States, click the “Interactions with the Western World” section of the timeline.</i>",https://farm5.staticflickr.com/4536/24895391938_8597c62b90_o_d.jpg,2,,,,,,,,"35.3935,10.2588,40000",,,
wd-Tibet,,850,870,Tibet,,,,,,,,circle,red,30,"88.7837,39.8401,4000",se,,
,path,850,870,,"wd-Tibet, wd-nepal",,,#FFCE33,2,,,,,,,,,
wd-nepal,,850,870,Nepal,"Nepal	Tibetan Population: 13,514* <br><br> Tibetans began to arrive in Nepal following the first years of Chinese occupation and the exile of the Dalai Lama, in an initial wave of around 20,000. Arrivals during the earliest waves were allowed to fully integrate into Nepalese society, but in recent years, refugees have been denied legal citizenship. <br><br> There are a total of 12 Tibetan refugee camps in Nepal <br><br> <i>*2009 CTA Demographic Survey of Tibetans in Exile </i>",https://touristcompanies.info/wp-content/uploads/2016/12/nepal.jpg,,,,0.8,,circle,#FFCE33,37,"81.1107,29.665,4000",se,,
,path,850,870,,"wd-Tibet, wd-nepal",,,#FFCE33,2,0.8,,,,,,,,
