start,end,title,desc,pic,pos,marker,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,id,citation,tags
,,Life at Hôtel des Anglais,"<img alt=""La Bourboule Photo"" src=""https://farm5.staticflickr.com/4561/24963660118_eab00ba422_o_d.jpg"" style=""height:70%; width:70%"" /><br><i>Gerhard Mahler poses with the children of a family in La Bourboule who hosted his bar mitzvah.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4561/24963660118_eab00ba422_o_d.jpg)<p>As time progressed and the Germans approached and then occupied northern France, the children were no longer safe at La Guette and had to move once again. In May of 1940, the group fled to Hôtel des Anglais, a hotel building located in La Bourboule, a town in the Massif Central mountains. When the Germans occupied northern France, La Bourboule became part of unoccupied, Vichy France. There was a shortage of food during the children's stay at Hôtel des Anglais and some of the children looked for plants outside to assuage their hunger. The children were extremely cold in the winter due to the condition of the building and lack of heat.<p>Many of the La Guette survivors, including Alice B., reference the challenging conditions at Hôtel des Anglais: “But the problem with La Bourboule was that it was extremely cold. Even in the summer it was cool. And it rained a lot and the winters were just awful. And we had no winter clothes whatsoever and we were always freezing. And after the first couple of months there was no food, or very little. So all we ever thought about was food and warmth, and everybody developed chilblains.”<sup>1</sup><p>There was some interaction between the La Guette children and the Jewish community in La Bourboule. Some of the children had the opportunity to be a guest for a meal in a private home of a Jewish family in La Bourboule. La Guette child Gerhard Mahler had a bar mitzvah in La Bourboule and is pictured above with a family that hosted him for the occasion. Some of the other boys who turned thirteen also had bar mitzvah ceremonies in La Bourboule.<p>By the end of 1941, the children's home at Hôtel des Anglais was closed and the organization Œuvre de Secours aux Enfants (OSE) took over the care of the La Guette children. OSE is a children's aid organization that played a crucial role in rescuing and caring for children during World War II, including in OSE-run children's homes.<sup>2</sup><p>mask(a-)</p>segment(2)",,,Story,,,,,,,,"2.735155, 44.7, 3000",,,st8,"Image: Gerhard Mahler poses with the children of a family in La Bourboule who hosted his bar mitzvah. United States Holocaust Memorial Museum Photo Archives #64109. Courtesy of Gerald Watkins. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""http://collections.ushmm.org/search/catalog/pa1151818""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p><sup>1</sup>Alice Berney, interview 23647, <i>Visual History Archive</i>, USC Shoah Foundation, 1996, accessed March 7-8 and 23-24, 2017.<p><sup>2</sup>Vivette Samuel, <i>Rescuing the Children: A Holocaust Memoir</i> (Madison, WI: The University of Wisconsin Press, 2002), 53.",
,,Correspondence via Aunt Elisabeth,"<img alt=""Aunt Elisabeth in Switzerland"" src=""https://farm5.staticflickr.com/4759/38962126055_3f57c3665d_o_d.jpg"" style=""width:70%"" /><br><i>Two women work in a vineyard in Ebnet-Staefa.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4759/38962126055_3f57c3665d_o_d.jpg)<p>During the war, La Guette children could not send mail directly to family members in Germany or Austria. However, they could send mail through the neutral country of Switzerland. A woman living in Switzerland, Elisabeth Luz (pictured above), forwarded mail for many of the La Guette children and their parents. The children called the woman ""Aunt"" Elisabeth.<p>Not only did Aunt Elisabeth forward mail, but she also often kept in contact with families of La Guette children as family members fled to other countries or were deported. Aunt Elisabeth notified La Guette children about the location of parents and reported when their mail was undeliverable. As time went on and the La Guette children themselves fled to different locations, Aunt Elisabeth sometimes kept in touch with them and knew about their whereabouts. Many of the children who fled to Switzerland listed Aunt Elisabeth as someone they knew in the country when they filled out questionnaires upon their arrival. As a result of Aunt Elisabeth's correspondence with La Guette children and parents she helped reunite children with surviving family members after the war.<p>mask(f-)</p>segment(2)",,2,Story,,,,,,,,"9.041111, 48.537778, 4000",,,st9,"Image: Two women work in a vineyard in Ebnet-Staefa. United States Holocaust Memorial Museum Photo Archives #66451. Courtesy of Kurt Moses. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1159511""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p>Deborah Dwork and Robert Jan van Pelt, <i>Flight from the Reich: Refugee Jews, 1933-1946</i> (New York: W.W. Norton & Company, 2009), 246-247, 252-263, 343-346, 373-376.<p>Inspiration from the letters on the map design comes from ""Jefferson's Travels to England: A visualization of Thomas Jefferson's
1786 trip to England,"" http://www.viseyes.org/show/?base=jt.",
,,"Trip to Gurs, April 1941","<img alt=""Trip to Gurs"" src=""https://farm5.staticflickr.com/4541/38836250281_a692426067_o_d.jpg"" style=""width:100%"" /><br><i>Children from La Guette children's home pose for a group portrait in a plaza in Pau while on route to visit their parents in the Gurs concentration camp.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4541/38836250281_a692426067_o_d.jpg)<p>Some of the La Guette children's parents were deported from Germany to the French internment camp Gurs. At least six of the La Guette children visited their families at Gurs in April of 1941. The photograph above shows them at a stop on their way to Gurs. Authorities allowed them to enter the camp and spend the day with their parents and family members.<p>One La Guette survivor remembers that there was a lack of food in the camp, there was a great deal of mud, and she did not recognize her mother and other family members when she saw them, unsurprising given the hunger and sickness that many endured in the camp. After spending time together, the children had to leave their parents and family members in the camp. In some cases, that was the last time the children saw their parents or loved ones.<p>mask(j-)</p>segment(2)",,2,Story,,,,,,,,"-0.752337, 44.287012, 3000",,,st10,"Image: Children from La Guette children's home pose for a group portrait in a plaza in Pau while on route to visit their parents in the Gurs concentration camp. United States Holocaust Memorial Museum Photo Archives #69327. Courtesy of Ruth Strauss Schloss. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""http://collections.ushmm.org/search/catalog/pa1156921""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p>Henry Alexander, interview 3857, <i>Visual History Archive</i>, USC Shoah Foundation, 1995, accessed May 16 and June 2, 2017 and February 28 and March 7, 2018.<p>Alice Samson, interview 48334, <i>Visual History Archive</i>, USC Shoah Foundation, 1998, accessed September 16 and 29, 2016.",
,,Off-Site Placements from Hôtel des Anglais,"<img alt=""Hotel School in Clermont-Ferrand"" src=""https://farm5.staticflickr.com/4579/24963659878_841aabf8ed_o_d.jpg"" style=""width:100%"" /><br><i>Group portrait of teenage girls studying hotel management in a school in Clermont-Ferrand.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4579/24963659878_841aabf8ed_o_d.jpg)<p>From Hôtel des Anglais, some of the children were sent to public schools, trade schools, or to work either in La Bourbule or elsewhere in Vichy France. One of the schools where La Guette children lived during this period was École Primaire Superieure Professionnelle et Hôtelière de Jeunes Filles, a hotel school for young women in Clermont-Ferrand, pictured above.<p>Some of the children returned to Hôtel des Anglais on breaks or at other times; Hôtel des Anglais remained a home base for many of the children as they were placed elsewhere. The map shows some of the locations where the children were placed in September and October of 1941. Click on the points on the map to learn more and see how many children were at each location.<p>mask(d-)</p>segment(2)",,2,Story,,,,,,,,"3, 44.3, 1300",,,st11,"Image: Group portrait of teenage girls studying hotel management in a school in Clermont-Ferrand. United States Holocaust Memorial Museum Photo Archives #66735. Courtesy of Alice M. Berney. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1156463""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p>OSE Boîte XXVII, Reel 2, RG-43.059M, Selected records and publications of the Œuvre de secours aux enfants, United States Holocaust Memorial Museum Archives, Washington, DC.",
,,Wartime Migrations: Hiding in France,"<img alt=""La Guette Child in Hiding in France"" src=""https://farm5.staticflickr.com/4552/38836249591_5204efd253_o_d.jpg"" style=""width:70%"" /><br><i>Gisela Edel and another Jewish teenager live under false identities in a convent-operated old age home.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4552/38836249591_5204efd253_o_d.jpg)<p>Eventually, even unoccupied France became dangerous for Jews. Hôtel des Anglais was closed by the end of 1941 and the children remaining in France were sent to other locations. Oftentimes the children hid in other Œuvre de Secours aux Enfants (OSE) children's homes or in convents, churches, schools, or farms. As time went on, the children typically assumed false identities in order to hide that they were Jewish. Many were given false papers with a partially or fully fake name, and if the children's accents gave them away, they claimed to be from a German-speaking area of France that had been bombed.<p>The children's situation was precarious and many frequently moved from place to place. The children's movements were often coordinated by the OSE, which had an underground network of contacts that knew the whereabouts of the children and changed the children's placements as they enountered danger. At times, however, the children (by then often teenagers) themselves made decisions about when to go from place to place based on their intuition; this is how one La Guette child, Frederick, avoided a roundup. Oral history interviewees frequently discuss close calls that they experienced during this period.<p>Some of the older children joined the French Resistance and delivered supplies and communications, destroyed railroad lines, or otherwise sabotaged German efforts and aided Jews and Resistance fighters. One La Guette child, Erika, was awarded the <i>Croix de Guerre</i> for her courageous actions in the Resistance during World War II.<p>mask(y-)</p>segment(2)",,,Story,,,,,,,,"2.53, 46.691223, 3200",,,st12,"Image: Gisela Edel and another Jewish teenager live under false identities in a convent-operated old age home. United States Holocaust Memorial Museum Photo Archives #63618. Courtesy of Naomi Elath. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1154073""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p>Map: By Eric Gaba (Sting - fr:Sting) for original blank map Rama for zones [GFDL (http://www.gnu.org/copyleft/fdl.html) or CC BY-SA 4.0-3.0-2.5-2.0-1.0 (https://creativecommons.org/licenses/by-sa/4.0-3.0-2.5-2.0-1.0)], via Wikimedia Commons.<p>Frederick Springer, interview 47272, <i>Visual History Archive</i>, USC Shoah Foundation, 1998, accessed April 26, 2017 and May 9-12, 2017.<p>Erika Goldfarb, interview 4024, <i>Visual History Archive</i>, USC Shoah Foundation, 1995, accessed March 1-3, 2017.",
,,,Map of Occupied France,,,over,,,,,https://farm5.staticflickr.com/4650/39961686034_3bdf546bbc_o_d.png,,,"51.67320447685211,41.10363414265844,10.322475947957447,-5.460767904597638,0",,,y-occupiedfrance,,
,,Alice B.'s Journey,"<img alt=""Children in Hiding Studying"" src=""https://farm5.staticflickr.com/4537/24963659218_d56a57ec45_o_d.jpg"" style=""width:100%"" /><br><i>Jewish children in hiding study in a classroom of the children's home in Sevres.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4537/24963659218_d56a57ec45_o_d.jpg)<p>Alice B. was born in 1929 in Vienna, Austria, where she grew up with her parents and older brother Herbert. After the Nazi <i>Anschluss</i> of Austria in 1938, she could no longer attend her public school and instead had to go to a Jewish school. Additionally, her family's social interactions moved from public spaces, which became restricted, to the home. On <i>Kristallnacht</i>, Alice’s father was taken away with other Jewish men, though he was soon released because he was a war veteran. Unable to find another way out of Austria, Alice and Herbert's parents sent them on the <i>Kindertransport</i> to France in March of 1939.<p>Alice shares that while the trip to France was initially an exciting adventure, the reality of the situation soon hit her. Alice describes the sadness that she and other children felt while at La Guette: “Especially the less popular kids were very lonely and there was a lot of crying going on. And I didn’t realize how sad I was already then, I remember looking out the window for hours waiting for my parents to show up, coming up the highway – it was out in the country. And of course they never showed up.”<sup>1</sup><p>In May of 1940, Alice went with the other La Guette children to Hôtel des Anglais, where conditions deteriorated. However, Alice was one of the children who attended public school while living at Hôtel des Anglais, and as a result, she was in a heated room during the day. Going to the school also gave her access to additional food, as she explains, “And there were a number of Jewish refugees in town and one of the children always brought me…something to eat, a slice of bread or something. I guess they didn’t have all that much either but they had more than we did…”<sup>2</sup> Alice became more integrated in the La Guette group over time and she compares her peers to siblings: “I had friends, we were close by then, you know, the children. I had been with these children since 1939, so that was two years and they were more like siblings than strangers.”<sup>3</sup><p>In December of 1941, Alice was sent with other La Guette girls to Le Couret, an OSE home located in La Jonchère. Le Couret was a religious home, so the requirement to participate in services and other Jewish observances was an adjustment for Alice. The food availability and climate were better in Le Couret than at Hôtel des Anglais, but there was no running water and the home was crowded with children from various children’s homes and concentration camps.<p>From Le Couret, Alice was sent into hiding in Sèvres. She was among other Jewish children and teachers who lived under false identities in a <i>Secours national</i> home for children, as is pictured above. It was a risky hiding place because the <i>Secours national</i> program was under the leadership of Marshal Pétain, but the Jewish children's identities were never discovered. Alice says that she was lucky to be hidden at the site in Sèvres because she had access to food and other resources and she was in a good school.<p>When Paris was liberated in August of 1944, Alice and the other hidden children were able to once again assume their real identities. Alice stayed in Sèvres until March of 1945, at which point she went to a children’s home in Lyon run by Nathan and Hélène Samuel. She became very close with the Samuels and they helped her adjust to post-war life as a teenager. When Alice’s aunt and other relatives found out that she was alive, they made arrangements to have her join them in the United States. Not long before leaving for the United States, Alice found out from La Guette peers that her brother Herbert had died after being rounded up and deported, and she would later learn that both of her parents had also been killed.<p>After living in multiple locations in France for the duration of the war, Alice joined her relatives in the United States in 1946. She had a hard time adjusting to her new life in New York City. She says of this time, “…it was culture shock. The values were different, the language was different, the surroundings were different, the relatives were different, everything was different. And I always think of this period as the dark ages.”<sup>4</sup> She acknowledges how challenging it was for her and for her relatives to start a new life in the United Sates: “So it was very hard on them and it was very hard on me. They expected to have found a daughter and I expected to find parents and neither of us got what we wanted. But they were basically very good to me.”<sup>5</sup><p>After completing high school, Alice attended and graduated from Queens College. She met and married her husband soon after college and they had two children. Alice eventually settled with her family in Massachusetts. In addition to her undergraduate degree, Alice graduated from Boston College with a Master’s in French Literature.<sup>6</sup> Alice passed away in Cambridge, Massachusetts in 2015.<p>mask(r-)</p>segment(6)",,2,Story,,,,,,,,"2, 47.5, 2200",,,st13,"Image: Jewish children in hiding study in a classroom of the children's home in Sevres. United States Holocaust Memorial Museum Photo Archives #66733. Courtesy of Alice M. Berney. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1156451""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p><sup>1</sup>Alice Berney, interview 23647, <i>Visual History Archive</i>, USC Shoah Foundation, 1996, accessed March 7-8 and 23-24, 2017.<p><sup>2</sup>Ibid.<p><sup>3</sup>Ibid.<p><sup>4</sup>Ibid.<p><sup>5</sup>Ibid.<p><sup>6</sup>""Alice Menkes Berney Obituary,"" <i>New York Times</i>, July 15-16, 2015, accessed November 29, 2017, http://www.legacy.com/obituaries/nytimes/obituary.aspx?pid=175294309.",
,,Wartime Migrations: Fleeing Illegally over the Border into Switzerland,"Many of the children who remained in France attempted to illegally cross the border into Switzerland. Groups of children crossed with the assistance of a paid <i>passeur</i> or other leader who knew how to avoid guards patrolling the border. The children would often have a set of false papers that they were using in France and they would carry them until they were ready to cross the border, at which point they would get rid of their false papers and show their real papers to the Swiss authorities.<p>Some of the La Guette children who tried to cross the border were sent back to France, usually if they were sixteen years old or older. 29 La Guette children successfully crossed illegally into Switzerland, some on their first attempts and others after having previously tried to cross. The map shows some of the locations where the La Guette children crossed the border into Switzerland. After arriving in Switzerland, the children were typically placed in refugee camps and some were sent to OSE children's homes or other placements in Switzerland.<p>mask(z-)<p>segment(2)",,,Story,,,,,,,,"6.131728, 46.203, 80",,,st14,"Vivette Samuel, <i>Rescuing the Children: A Holocaust Memoir</i> (Madison, WI: The University of Wisconsin Press, 2002), 84, 104-106.<p>RG-58.001M, Jewish Refugee Records, United States Holocaust Memorial Museum Archives, Washington, DC.",
,,Alex's Journey,"<img alt=""Meal at Hôme de la Forêt"" src=""https://farm5.staticflickr.com/4571/38836249461_d871c66a2b_o_d.jpg"" style=""width:100%"" /><br><i>Residents of the Hôme de la Forêt children's home eat a meal in the dining hall.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4571/38836249461_d871c66a2b_o_d.jpg)<p>Alex was born near Vienna in 1927 and he was sent from Vienna to France as part of the La Guette group. After living at La Guette and in La Bourboule, Alex was sent to Nice with five other La Guette boys. Three of the boys, including Alex, attended a hotel school called École Hôtelière. As things became more dangerous for Jews in Southern France, Alex barely eluded arrest. He assumed a false identity and hid amongst Catholic children and a few other Jewish children at a church in Séranon.<p>Alex had to flee again to Lyon, where he was asked to lead a group of children across the Swiss border. He led the children across the border with the help of a <i>passeur</i>. However, individuals sixteen years old and older were turned away by Swiss officials, so Alex and a number of the other teenagers had to return to France. After a priest helped them get back to Lyon, Alex had his papers changed so that he could try to cross the border a second time. His birth month was altered so that he would appear to be under sixteen. He also had the first letter of his last name changed on his papers so that the border guards would not realize that he had already tried to cross the border. Alex made a second attempt to cross the border in September of 1943, and this time he was successful. He was accepted in the country as a refugee and was placed in a refugee camp in Vevey.<p>Alex then lived in a few locations in Switzerland, including at Hôme de la Forêt, an Œuvre de Secours aux Enfants (OSE) children's home in Geneva. He worked at the home and his job entailed purchasing supplies and planning meals. Pictured above is a photograph of children at the Hôme de la Forêt during a meal.<p>Alex returned to France near the end of the war. He eventually worked at an OSE children's home in Fontenay-aux-Roses, where he assisted children who had survived concentration camps. While there, Alex reconnected with a former La Guette educator who was also working at Fontenay-aux-Roses. Alex reunited with his father after the war, but Alex's mother and brother were killed in a ghetto liquidation in Poland in 1943.<p>Alex immigrated to the United States in 1953, joining his father and stepmother in Los Angeles. Alex found work, settled into a new culture once again, and married. He worked a variety of jobs in the business and employee recruitment fields throughout his life. Alex had two children and lived with his family in California and then later moved to Kirkland, Washington. He kept in touch with other La Guette survivors and mentions his La Guette peers and educators throughout his oral history interview. Alex passed away in Kirkland in 2006.<p>mask(w-)</p>segment(2)",,2,Story,,,,,,,,"4, 46.8, 2700",,,st15,"Image: Residents of the Hôme de la Forêt children's home eat a meal in the dining hall. United States Holocaust Memorial Museum Photo Archives #38273. Courtesy of Norbert Bikales. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1124093""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p>Alex Waters, interview 38291, <i>Visual History Archive</i>, USC Shoah Foundation, 1998, accessed February 14-15 and 21-22, 2017.<p>Alex Erichwasser, Reel 237, RG-58.001M, Jewish Refugee Records, United States Holocaust Memorial Museum Archives, Washington, DC.",
,,Wartime Migrations: Deportation,"At least eleven of the La Guette children were arrested and deported. All but two of these children were killed. There were also other children who were in French internment camps but escaped, and one La Guette child appears to have been arrested and sent to a concentration camp as a political prisoner.<p>Six La Guette boys who were sixteen years old or older were rounded up in August of 1942. The boys, Fritz David, Walter Loeb, Herbert Menkes, Georg Reichenfeld, Heinrich Rosenthal, and Ludwig Scheucher, were living in Brive-la Gaillard in Corrèze where they were attending the technical school École Pratique d’Artisanat Rural. The boys were sent to the assembly point of Nexon and from there sent to Drancy and deported on Convoy 26 on August 31, 1942. The convoy went to Poland, where some of the other deportees were sent to Auschwitz and the boys were sent to forced labor camps. Following their time in forced labor camps, Ludwig Scheucher (Louis Scott) was the only one of the six boys to survive.<p>Also on Convoy 26 was Ellen Rosen, a La Guette child who was deported and did not survive.<p>Not long after arriving in France, La Guette child Paul Stark left to go on the MS <i>St. Louis</i> to Cuba. When the ship was turned back by Cuba and the refugees were not accepted in the United States nor in Canada, Paul was sent with some of the other refugees to Belgium. In October of 1942, he was deported on Transport XVI from the Malines-Mechelen Camp in Belgium. He was most likely sent to Auschwitz, and he did not survive.<p>La Guette child Heinrich Hellreich was one of thirty children rounded up in Nice and deported from Drancy on October 7, 1943 on Convoy 60. Heinrich did not survive the war.<p>It has been reported by survivors that La Guette child Norbert Roth was also deported and killed in the Holocaust.<p>Additionally, Werner Neuberger was arrested and worked as part of <i>Organisation Todt</i> in a labor camp on the island Alderney. He was later sent back to France and deported to Belgium. His train was liberated and he survived the war.<p>mask(h-)</p>segment(2)",,,Story,,,,,,,,"8.110827, 47.736754, 3500",,,st16,"Serge Klarsfeld, <i>French Children of the Holocaust: A Memorial</i> (New York: New York University Press, 1996), 213-217, 300-302, 391-392, 408.<p>Louis Scott, interview 8716, <i>Visual History Archive</i>, USC Shoah Foundation, 1995, accessed September 9, 2016 and May 14, 2017.<p>Gerda Hofreiter, <i>You Must go Alone: The Rescue of Viennese Jewish Children on Kindertransporte during the Nazi Era: A Historical Enquiry with Particular Reference to the United States</i> (Morrisville, NC: Lulu.com, 2008), Translation of author's Master's thesis, “Transporte österreichischer jüdischer Kinder 1939 bis 1941: vor allem Kindertransporte von Wien in die Vereinigten Staaten von Amerika, von Wien nach Frankreich und von Frankreich in die USA” (University of Innsbruck, 2007), 50.<p>Ward Adriaens et al., eds., <i>Mecheln-Auschwitz, 1942-1944</i> (Brussels: Brussels University Press, 2009), 63, 363.<p>Serge Klarsfeld and Maxime Steinberg, <i>Mémorial de la Déportation des Juifs de Belgique</i> (New York: Beate Klarsfeld Foundation, 1982), n.p.<p>Werner Neuberger, interview 7905, Visual History Archive, USC Shoah Foundation, 1995, accessed February 1-3 and 6, 2017.<p>T/D File for Werner Neuberger, 6.3.3.2/101844157#1, 101844160#1/ITS Digital Archive. Accessed at the United States Holocaust Memorial Museum on December 21, 2017.",
,,Louis's Journey,"<img alt=""Boys from La Guette"" src=""https://farm5.staticflickr.com/4567/24963658778_6b5eefe400_o_d.jpg"" style=""width:100%"" /><br><i>Werner Neuberger poses outside with a group of friends from the La Guette children's home.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4567/24963658778_6b5eefe400_o_d.jpg)<p>Louis (born Ludwig, nickname Lutz) was one of the La Guette children arrested and deported for being Jewish. Louis was born in 1926 and grew up near Berlin. He was sent on the children's transport to France in 1939 and lived with the La Guette group in France at Château de la Guette and Hôtel des Anglais, and the photo above shows Louis with some of the other La Guette boys.<p>After living at Hôtel des Anglais, Louis was sent to the technical school École Pratique d'Artisanat Rural in Brive-la-Gaillard with eleven other La Guette boys. In August of 1942, he and five other La Guette boys who were sixteen or older were arrested in a roundup. They were among or arrested soon after ""the first children from the Unoccupied Zone to be handed over to the Gestapo by the Vichy government.""<sup>1</sup><p>Rather than being sent to Auschwitz, Louis and his five peers were chosen for hard labor in labor camps. Louis was sent to around twenty labor camps where he endured brutal work and living conditions. While in the labor camps he shoveled coal in coal mines, did welding and mechanical work in a factory, built roads, and did other forms of forced labor. At some of the camps he only recieved meager soup and a piece of bread to eat each day. The other La Guette children who were with him all died from disease, overwork, and/or malnutrition.<p>Louis was part of a death march in January of 1945. Amazingly, Louis survived the death march and was sent to the concentration camp Buchenwald. There, he was extremely sick and weak. For a time, Louis recieved food from a fellow La Guette peer, Alfred, who was imprisoned in Buchenwald for his work in the Resistance. Louis was able to survive until April of 1945 when the US Army liberated Buchenwald. When the camp was liberated he was emaciated. Louis was taken to Paris, and after a period of medical care he was able to recover.<p>Louis's father was killed in a concentration camp during the war, but his mother was freed and taken to Sweden as a result of the negotiations of Count Folke Bernadotte of Sweden. Louis reunited with his mother in Sweden in 1946. After a while he returned to France, and from there he left for the United States in September of 1947 on a ship with other children. After arriving in the US, he lived in New York City, where he cleaned and repaired sewing machines. A few years later, his mother immigrated to the US and they lived together.<p>Louis moved to Macon, Georgia in 1951 for a job. Louis struggled in the segregated South, where he says that he ""learned what discrimination was for the second time around.""<sup>2</sup> Louis married in 1953 and eventually had one child. After a few years in Macon, Louis and his wife moved back to New York. For a brief period, Louis worked in Belgium before again returning to New York. He eventually moved to Miami, Florida, where he initially co-owned a bakery and later worked as a plant manager in a factory.<p>Louis was active in La Guette reunions and helped organize an OSE reunion in Miami. He also volunteered at the Miami Holocaust Memorial and the Holocaust Documentation & Education Center. He taught children about his experiences in the Holocaust and passed on the message, ""Don’t hate, love. And if you see something happen to somebody, to any minority, speak up. Because what’s happened can happen again, to anybody, anywhere in this world. Speak up.""<sup>3</sup> Louis passed away in Miami in 2004.<p>mask(p-)</p>segment(2)",,2,Story,,,,,,,,"8, 49, 4400",,,st17,"Image: Werner Neuberger poses outside with a group of friends from the La Guette children's home. United States Holocaust Memorial Museum Photo Archives #99744. Courtesy of Werner Neuberger. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1124924""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p><sup>1</sup>Serge Klarsfeld, <i>French Children of the Holocaust: A Memorial</i> (New York: New York University Press, 1996), 391.<p><sup>2</sup>Louis Scott, interview 8716, <i>Visual History Archive</i>, USC Shoah Foundation, 1995, accessed September 9, 2016 and May 14, 2017.<p><sup>3</sup>Ibid.<p>“Oral History Interview with Louis Scott,” Oral History Interviews of the Holocaust Documentation and Education Center (Miami, Fla.), United States Holocaust Memorial Museum Archives, Washington, DC.",
,,Wartime Migrations: Immigrating to the United States,"<img alt=""Identification Tag"" src=""https://farm5.staticflickr.com/4539/38836250111_0708122a78_o_d.jpg"" style=""width:70%"" /><br><i>Identification tag issued to Kurt Moses by the American Friends Service Committee for his voyage to the United States on board the Mouzinho.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4539/38836250111_0708122a78_o_d.jpg)<p>As the war intensified, efforts were made to find immigration visas for the children. Thirty-five La Guette children immigrated to the United States in the summer of 1941 on two ships. The children were able to leave France due to the efforts of a variety of organizations including the OSE, American Friends Service Committee (Quakers), the American Jewish Joint Distribution Committee, HIAS, and the United States Committee for the Care of European Children.<p>Those children selected to immigrate to the United States went through Spain and Portugal in order to board a ship to the United States. During their journey to the United States, each child was given a nametag to wear in order to identify him or herself in case of emergency. La Guette child Kurt Moses's nametag is pictured above.<p>The first group of twenty-three La Guette children left with eighty-eight other children from other children's homes and concentration camps in France. All of the 111 children except for about five were Jewish. Dr. Isaac and Masha Chomski accompanied the children to the US. The group left Lisbon, Portugal on the SS <i>Mouzinho</i> on June 10, 1941 and arrived in the United States on June 21, 1941. Click <a href=""https://www.icp.org/browse/archive/objects/eva-schapira-and-ruth-engelhardt-arriving-in-new-york-on-a-jewish-childrens""target=""_blank"">here</a> to view a photograph taken by Roman Vishniac of the children arriving in New York. Pictured in the center is La Guette child Eva Schapira.<p>A second group of twelve La Guette children left aboard the SS <i>Mouzinho</i> on August 20, 1941 and arrived in the United States on Labor Day. Due to the holiday, they could not leave the ship until the next day, September 2, 1941.<p>After arriving in the United States, twenty-five of the La Guette children who immigrated on the first and second transports were under the care of the US Committee for the Care of European Children. These children were sent to orphanages and/or foster homes throughout the United States. The ten other children came over under the sponsorship of a relative or other individual and would live with that person after arriving in the US.<p>mask(x-)</p>segment(2)",,,Story,,,,,,,,"-36.233647, 42.584719, 18000",,,st18,"Image: Identification tag issued to Kurt Moses by the American Friends Service Committee for his voyage to the United States on board the Mouzinho. United States Holocaust Memorial Museum Photo Archives #66449. Courtesy of Kurt Moses. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""http://collections.ushmm.org/search/catalog/pa1159504""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p>Judith Tydor Baumel, <i>Unfulfilled Promise: Rescue and Resettlement of Jewish Refugee Children in the United States, 1934-1945</i> (Juneau, AK: The Denali Press, 1990).",
